date,action,cash_in,shares_bought,price,shares,cash,all_time_high,total_value
2014-08-31,hold,1000.0,0.0,29.072338104248047,13772.088979993634,50000.0,29.518327713012695,450386.82722816354
2014-09-30,hold,1000.0,0.0,29.943950653076172,13772.088979993634,51000.0,29.943950653076172,463390.7528067035
2014-10-31,hold,1000.0,0.0,29.39645004272461,13772.088979993634,52000.0,29.943950653076172,456850.525684341
2014-11-30,hold,1000.0,0.0,31.68463134765625,13772.088979993634,53000.0,31.68463134765625,489363.56221821747
2014-12-31,hold,1000.0,0.0,29.839946746826172,13772.088979993634,54000.0,31.68463134765625,464958.4017555616
2015-01-31,hold,1000.0,0.0,29.09783935546875,13772.088979993634,55000.0,31.68463134765625,455738.0327290762
2015-02-28,hold,1000.0,0.0,30.603261947631836,13772.088979993634,56000.0,31.68463134765625,477470.8466208389
2015-03-31,hold,1000.0,0.0,28.897445678710938,13772.088979993634,57000.0,31.68463134765625,454978.19318173954
2015-04-30,hold,1000.0,0.0,28.90457534790039,13772.088979993634,58000.0,31.68463134765625,456076.38362021465
2015-05-31,hold,1000.0,0.0,29.189632415771484,13772.088979993634,59000.0,31.68463134765625,461002.21492331143
2015-06-30,hold,1000.0,0.0,28.187406539916992,13772.088979993634,60000.0,31.68463134765625,448199.4709829913
2015-07-31,hold,1000.0,0.0,29.516674041748047,13772.088979993634,61000.0,31.68463134765625,467506.26129642245
2015-08-31,hold,1000.0,0.0,28.252079010009766,13772.088979993634,62000.0,31.68463134765625,451090.14599566493
2015-09-30,hold,1000.0,0.0,29.07663345336914,13772.088979993634,63000.0,31.68463134765625,463445.98315845936
2015-10-31,hold,1000.0,0.0,30.692794799804688,13772.088979993634,64000.0,31.68463134765625,486703.90102759603
2015-11-30,hold,1000.0,0.0,31.1253719329834,13772.088979993634,65000.0,31.68463134765625,493661.39179644384
2015-12-31,hold,1000.0,0.0,31.373672485351562,13772.088979993634,66000.0,31.68463134765625,498081.00909743976
2016-01-31,hold,1000.0,0.0,31.344467163085938,13772.088979993634,67000.0,31.68463134765625,498678.79080050817
2016-02-29,hold,1000.0,0.0,31.49782371520996,13772.088979993634,68000.0,31.68463134765625,501790.83088202524
2016-03-31,hold,1000.0,0.0,34.14280700683594,13772.088979993634,69000.0,34.14280700683594,539217.7761248946
2016-04-30,hold,1000.0,0.0,32.97257614135742,13772.088979993634,70000.0,34.14280700683594,524101.25251838955
2016-05-31,hold,1000.0,0.0,32.82537078857422,13772.088979993634,71000.0,34.14280700683594,523073.92730152793
2016-06-30,hold,1000.0,0.0,33.618507385253906,13772.088979993634,72000.0,34.14280700683594,534997.07508429
2016-07-31,hold,1000.0,0.0,32.357723236083984,13772.088979993634,73000.0,34.14280700683594,518633.4435973562
2016-08-31,hold,1000.0,0.0,32.20938491821289,13772.088979993634,74000.0,34.14280700683594,517590.5150844929
2016-09-30,hold,1000.0,0.0,31.642593383789062,13772.088979993634,75000.0,34.14280700683594,510784.6116393008
2016-10-31,hold,1000.0,0.0,31.702409744262695,13772.088979993634,76000.0,34.14280700683594,512608.4078782031
2016-11-30,hold,1000.0,0.0,30.424680709838867,13772.088979993634,77000.0,34.14280700683594,496011.4099237968
2016-12-31,hold,1000.0,0.0,31.26165199279785,13772.088979993634,78000.0,34.14280700683594,508538.25290640735
2017-01-31,hold,1000.0,0.0,31.34458351135254,13772.088979993634,79000.0,34.14280700683594,510680.39315918845
2017-02-28,hold,1000.0,0.0,31.63865089416504,13772.088979993634,80000.0,34.14280700683594,515730.31532139605
2017-03-31,hold,1000.0,0.0,32.283042907714844,13772.088979993634,81000.0,34.14280700683594,525604.9394700013
2017-04-30,hold,1000.0,0.0,32.82310485839844,13772.088979993634,82000.0,34.14280700683594,534042.7207095246
2017-05-31,hold,1000.0,0.0,34.5878791809082,13772.088979993634,83000.0,34.5878791809082,559347.3497087371
2017-06-30,hold,1000.0,0.0,34.397029876708984,13772.088979993634,84000.0,34.5878791809082,557718.9561095356
2017-07-31,hold,1000.0,0.0,35.156288146972656,13772.088979993634,85000.0,35.156288146972656,569175.5285664028
2017-08-31,hold,1000.0,0.0,34.93386459350586,13772.088979993634,86000.0,35.156288146972656,567112.2915968118
2017-09-30,hold,1000.0,0.0,34.794403076171875,13772.088979993634,87000.0,35.156288146972656,566191.6151708033
2017-10-31,hold,1000.0,0.0,35.54424285888672,13772.088979993634,88000.0,35.54424285888672,577518.4753790912
2017-11-30,hold,1000.0,0.0,35.67198181152344,13772.088979993634,89000.0,35.67198181152344,580277.7076010152
2017-12-31,hold,1000.0,0.0,35.757720947265625,13772.088979993634,90000.0,35.757720947265625,582458.5146075245
2018-01-31,hold,1000.0,0.0,37.09044647216797,13772.088979993634,91000.0,37.09044647216797,601812.9291223882
2018-02-28,hold,1000.0,0.0,33.68457794189453,13772.088979993634,92000.0,37.09044647216797,555907.0046693024
2018-03-31,hold,1000.0,0.0,34.14704132080078,13772.088979993634,93000.0,37.09044647216797,563276.0914735878
2018-04-30,hold,1000.0,0.0,33.97406005859375,13772.088979993634,94000.0,37.09044647216797,561893.7781386009
2018-05-31,hold,1000.0,0.0,33.80894470214844,13772.088979993634,95000.0,37.09044647216797,560619.7947576726
2018-06-30,hold,1000.0,0.0,34.792266845703125,13772.088979993634,96000.0,37.09044647216797,575162.1948147059
2018-07-31,hold,1000.0,0.0,36.98958969116211,13772.088979993634,97000.0,37.09044647216797,606423.9205601398
2018-08-31,hold,1000.0,0.0,35.355472564697266,13772.088979993634,98000.0,37.09044647216797,584918.7140907345
2018-09-30,hold,1000.0,0.0,36.95221710205078,13772.088979993634,99000.0,37.09044647216797,607909.2219374859
2018-10-31,hold,1000.0,0.0,38.304237365722656,13772.088979993634,100000.0,38.304237365722656,627529.3653115294
2018-11-30,hold,1000.0,0.0,40.63908004760742,13772.088979993634,101000.0,40.63908004760742,660685.0264807333
2018-12-31,hold,1000.0,0.0,38.179779052734375,13772.088979993634,102000.0,40.63908004760742,627815.3143507548
2019-01-31,hold,1000.0,0.0,38.80870056152344,13772.088979993634,103000.0,40.63908004760742,637476.8773312297
2019-02-28,hold,1000.0,0.0,36.55904769897461,13772.088979993634,104000.0,40.63908004760742,607494.4579341098
2019-03-31,hold,1000.0,0.0,38.11452102661133,13772.088979993634,105000.0,40.63908004760742,629916.5750083295
2019-04-30,hold,1000.0,0.0,39.903934478759766,13772.088979993634,106000.0,40.63908004760742,655560.5362933154
2019-05-31,hold,1000.0,0.0,39.960872650146484,13772.088979993634,107000.0,40.63908004760742,657344.6938560114
2019-06-30,hold,1000.0,0.0,41.740116119384766,13772.088979993634,108000.0,41.740116119384766,682848.5932314335
2019-07-31,hold,1000.0,0.0,43.14183807373047,13772.088979993634,109000.0,43.14183807373047,703153.2327118932
2019-08-31,hold,1000.0,0.0,45.11735153198242,13772.088979993634,110000.0,45.11735153198242,731360.179840114
2019-09-30,hold,1000.0,0.0,44.95179748535156,13772.088979993634,111000.0,45.11735153198242,730080.1547789158
2019-10-31,hold,1000.0,0.0,44.94354248046875,13772.088979993634,112000.0,45.11735153198242,730966.4661171394
2019-11-30,hold,1000.0,0.0,44.42241668701172,13772.088979993634,113000.0,45.11735153198242,724789.4753198794
2019-12-31,hold,1000.0,0.0,46.044586181640625,13772.088979993634,114000.0,46.044586181640625,748130.13794054
2020-01-31,hold,1000.0,0.0,48.581817626953125,13772.088979993634,115000.0,48.581817626953125,784073.1151682216
2020-02-29,hold,1000.0,0.0,44.497283935546875,13772.088979993634,116000.0,48.581817626953125,728820.5537283929
2020-03-31,buy_on_dip,1000.0,3150.7902696999845,37.133541107177734,16922.87924969362,0.0,48.581817626953125,628406.432270303
2020-04-30,buy_on_dip,1000.0,25.967418687380587,38.509796142578125,16948.846668381,0.0,48.581817626953125,652696.6300511668
2020-05-31,hold,1000.0,0.0,39.17273712158203,16948.846668381,1000.0,48.581817626953125,664932.7150544904
2020-06-30,buy_on_dip,1000.0,52.8610820708508,37.835018157958984,17001.70775045185,0.0,48.581817626953125,643259.9214546577
2020-07-31,hold,1000.0,0.0,40.00282669067383,17001.70775045185,1000.0,48.581817626953125,681116.3685868114
2020-08-31,hold,1000.0,0.0,41.9420051574707,17001.70775045185,2000.0,48.581817626953125,715085.714155261
2020-09-30,hold,1000.0,0.0,42.14491653442383,17001.70775045185,3000.0,48.581817626953125,719535.5540854599
2020-10-31,hold,1000.0,0.0,41.02663803100586,17001.70775045185,4000.0,48.581817626953125,701522.909786735
2020-11-30,hold,1000.0,0.0,44.393959045410156,17001.70775045185,5000.0,48.581817626953125,759773.1175755918
2020-12-31,hold,1000.0,0.0,47.181480407714844,17001.70775045185,6000.0,48.581817626953125,808165.7411256375
2021-01-31,hold,1000.0,0.0,41.425758361816406,17001.70775045185,7000.0,48.581817626953125,711308.6370084395
2021-02-28,hold,1000.0,0.0,42.14844512939453,17001.70775045185,8000.0,48.581817626953125,724595.5462259215
2021-03-31,hold,1000.0,0.0,45.726402282714844,17001.70775045185,9000.0,48.581817626953125,786426.928090312
2021-04-30,hold,1000.0,0.0,46.82813262939453,17001.70775045185,10000.0,48.581817626953125,806158.2254643642
2021-05-31,hold,1000.0,0.0,47.964569091796875,17001.70775045185,11000.0,48.581817626953125,826479.5860750861
2021-06-30,hold,1000.0,0.0,47.29460525512695,17001.70775045185,12000.0,48.581817626953125,816089.0567206527
2021-07-31,hold,1000.0,0.0,49.846824645996094,17001.70775045185,13000.0,49.846824645996094,860481.1449192461
2021-08-31,hold,1000.0,0.0,49.21751022338867,17001.70775045185,14000.0,49.846824645996094,850781.7250229303
2021-09-30,hold,1000.0,0.0,46.20730209350586,17001.70775045185,15000.0,49.846824645996094,800603.0461306286
2021-10-31,hold,1000.0,0.0,49.64179611206055,17001.70775045185,16000.0,49.846824645996094,859995.3097047703
2021-11-30,hold,1000.0,0.0,46.547882080078125,17001.70775045185,17000.0,49.846824645996094,808393.487527983
2021-12-31,hold,1000.0,0.0,52.54718780517578,17001.70775045185,18000.0,52.54718780517578,911391.930171706
2022-01-31,hold,1000.0,0.0,54.144630432128906,17001.70775045185,19000.0,54.144630432128906,939551.182863277
2022-02-28,hold,1000.0,0.0,55.23622512817383,17001.70775045185,20000.0,55.23622512817383,959110.1568673762
2022-03-31,hold,1000.0,0.0,55.444427490234375,17001.70775045185,21000.0,55.444427490234375,963649.9525800834
2022-04-30,hold,1000.0,0.0,57.77845001220703,17001.70775045185,22000.0,57.77845001220703,1004332.321381635
2022-05-31,hold,1000.0,0.0,56.67850875854492,17001.70775045185,23000.0,57.77845001220703,986631.4416442062
2022-06-30,hold,1000.0,0.0,56.66466522216797,17001.70775045185,24000.0,57.77845001220703,987396.0778844925
2022-07-31,hold,1000.0,0.0,57.799583435058594,17001.70775045185,25000.0,57.799583435058594,1007691.625660724
2022-08-31,hold,1000.0,0.0,55.58378982543945,17001.70775045185,26000.0,57.799583435058594,971019.3502746606
2022-09-30,hold,1000.0,0.0,50.8265495300293,17001.70775045185,27000.0,57.799583435058594,891138.1410734239
2022-10-31,hold,1000.0,0.0,54.301475524902344,17001.70775045185,28000.0,57.799583435058594,951217.8172927035
2022-11-30,hold,1000.0,0.0,58.122215270996094,17001.70775045185,29000.0,58.122215270996094,1017176.9178463251
2022-12-31,hold,1000.0,0.0,58.122215270996094,17001.70775045185,30000.0,58.122215270996094,1018176.9178463251
2023-01-31,hold,1000.0,0.0,56.02977752685547,17001.70775045185,31000.0,58.122215270996094,983601.9028344315
2023-02-28,hold,1000.0,0.0,54.37592315673828,17001.70775045185,32000.0,58.122215270996094,956483.5541718914
2023-03-31,hold,1000.0,0.0,57.11327362060547,17001.70775045185,33000.0,58.122215270996094,1004023.1867691252
2023-04-30,hold,1000.0,0.0,59.06523513793945,17001.70775045185,34000.0,59.06523513793945,1038209.8660269661
2023-05-31,hold,1000.0,0.0,54.931129455566406,17001.70775045185,35000.0,59.06523513793945,968923.0094057772
2023-06-30,hold,1000.0,0.0,55.869014739990234,17001.70775045185,36000.0,59.06523513793945,985868.6609150006
2023-07-31,hold,1000.0,0.0,57.45547103881836,17001.70775045185,37000.0,59.06523513793945,1013841.1272665398
2023-08-31,hold,1000.0,0.0,55.5071907043457,17001.70775045185,38000.0,59.06523513793945,981717.0344038832
2023-09-30,hold,1000.0,0.0,52.347408294677734,17001.70775045185,39000.0,59.06523513793945,928995.3373196898
2023-10-31,hold,1000.0,0.0,52.824317932128906,17001.70775045185,40000.0,59.06523513793945,938103.6155990086
2023-11-30,hold,1000.0,0.0,55.08291244506836,17001.70775045185,41000.0,59.06523513793945,977503.5794347794
2023-12-31,hold,1000.0,0.0,55.54477310180664,17001.70775045185,42000.0,59.06523513793945,986355.9993420753
2024-01-31,hold,1000.0,0.0,56.072601318359375,17001.70775045185,43000.0,59.06523513793945,996329.9804223472
2024-02-29,hold,1000.0,0.0,56.5721549987793,17001.70775045185,44000.0,59.06523513793945,1005823.2461025093
2024-03-31,hold,1000.0,0.0,58.126766204833984,17001.70775045185,45000.0,59.06523513793945,1033254.2914934285
2024-04-30,hold,1000.0,0.0,58.687320709228516,17001.70775045185,46000.0,59.06523513793945,1043784.6753553437
2024-05-31,hold,1000.0,0.0,59.78943634033203,17001.70775045185,47000.0,59.78943634033203,1063522.5232225705
2024-06-30,hold,1000.0,0.0,60.94273376464844,17001.70775045185,48000.0,60.94273376464844,1084130.548980147
2024-07-31,hold,1000.0,0.0,63.90129852294922,17001.70775045185,49000.0,63.90129852294922,1135431.202361563
2024-08-31,hold,1000.0,0.0,69.38758850097656,17001.70775045185,50000.0,69.38758850097656,1229707.5012022168
2024-09-30,hold,1000.0,0.0,69.27523803710938,17001.70775045185,51000.0,69.38758850097656,1228797.3514499192
2024-10-31,hold,1000.0,0.0,62.9608268737793,17001.70775045185,52000.0,69.38758850097656,1122441.5782347906
2024-11-30,hold,1000.0,0.0,62.24361038208008,17001.70775045185,53000.0,69.38758850097656,1111247.673049116
2024-12-31,hold,1000.0,0.0,60.47576141357422,17001.70775045185,54000.0,69.38758850097656,1082191.2215396417
